"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","ING","I_HOGAR"
"34101","7983594","1","1",0,1,0,0,2,940000
"34102","7983595","1","1",0,1,0,0,1,1747166.6667
"34103","7983596","1","1",0,1,0,0,1,8e+05
"34104","7983597","1","1",0,1,0,0,1,2300000
"34105","7983599","1","1",0,1,0,1,2,6016666.6667
"34106","7983600","1","1",1,1,0,0,2,5233333.3333
"34107","7983601","1","1",1,1,0,0,2,5654166.6667
"34108","7983602","1","1",0,1,0,0,2,2660000
"34109","7983604","1","1",0,0,0,0,2,1521333.3333
"34110","7983605","1","1",0,1,0,0,1,280000
"34111","7983606","1","1",0,1,0,0,2,2740000
"34112","7983607","1","1",0,1,0,0,1,483333.33333
"34113","7983608","1","1",0,1,0,0,1,950000
"34114","7983609","1","1",0,1,0,0,2,1250000
"34115","7983610","1","1",0,0,1,0,2,6502833.3333
"34116","7983611","1","1",0,1,0,0,1,533333.33333
"34117","7983612","1","1",0,0,0,0,1,1440000
"34118","7983613","1","1",0,1,0,0,2,2260000
"34119","7983616","1","1",0,1,0,0,2,2550000
"34120","7983617","1","1",0,1,0,0,2,280000
"34121","7983618","1","1",1,0,0,0,2,1160000
"34122","7983619","1","1",0,1,0,0,2,1200000
"34123","7983620","1","1",1,1,0,0,2,7145833.3333
"34124","7983621","1","1",0,1,0,0,2,3400000
"34125","7983623","1","1",0,1,0,0,2,2300000
"34126","7983624","1","1",0,1,0,0,1,2866666.6667
"34127","7983625","1","1",0,1,0,1,1,3473333.3333
"34128","7983626","1","1",1,1,0,1,2,7e+06
"34129","7983627","1","1",0,1,0,0,1,2010000
"34130","7983628","1","1",0,1,0,0,1,1720000
"34131","7983629","1","1",0,1,0,0,1,795000
"34132","7983630","1","1",0,1,0,0,1,1116666.6667
"34133","7983631","1","1",0,1,0,0,1,1100000
"34134","7983632","1","1",0,0,0,0,1,2118333.3333
"34135","7983634","1","1",0,1,0,0,1,1900000
"34136","7983635","1","1",0,1,0,0,2,570000
"34137","7983636","1","1",0,1,0,0,1,7e+05
"34138","7983637","1","1",0,0,0,0,1,441666.66667
"34139","7983638","1","1",1,1,1,0,2,11327000
"34140","7983639","1","1",0,1,0,0,1,8e+05
"34141","7983640","1","1",0,1,0,0,2,4e+06
"34142","7983641","1","1",0,1,0,0,2,2e+06
"34143","7983642","1","1",0,1,0,0,1,2850000
"34144","7983643","1","1",0,0,0,0,2,366666.66667
"34145","7983644","1","1",0,1,1,1,2,1100000
"34146","7983645","1","1",0,0,0,0,2,5800000
"34147","7983646","1","1",0,1,0,0,1,1350000
"34148","7983647","1","1",0,1,0,0,1,2616666.6667
"34149","7983648","1","1",0,0,0,0,1,250000
"34150","7983649","1","1",0,0,0,0,2,1300000
"34151","7983650","1","1",0,1,0,0,1,2e+06
"34152","7983651","1","1",0,1,0,0,2,2e+06
"34153","7983652","1","1",0,1,0,0,2,2456666.6667
"34154","7983653","1","1",0,1,0,0,2,1100000
"34155","7983654","1","1",0,1,0,0,1,1157500
"34156","7983655","1","1",0,0,0,0,1,515000
"34157","7983656","1","1",0,1,0,0,2,2498333.3333
"34158","7983657","1","1",0,1,0,0,2,2245000
"34159","7983658","1","1",0,1,0,0,1,6e+05
"34160","7983659","1","1",0,1,0,1,1,5e+05
"34161","7983660","1","1",0,1,0,0,2,1081666.6667
"34162","7983661","1","1",0,0,0,0,2,7600000
"34163","7983662","1","1",0,0,0,0,2,3e+05
"34164","7983663","1","1",0,1,0,0,1,841666.66667
"34165","7983664","1","1",0,1,0,0,1,750000
"34166","7983665","1","1",1,1,0,0,2,4200000
"34167","7983666","1","1",0,0,0,0,1,966666.66667
"34168","7983667","1","1",0,0,0,0,1,708916.66667
"34169","7983668","1","1",0,1,0,0,1,66666.666667
"34170","7983669","1","1",0,1,0,0,2,1405000
"34171","7983670","1","1",0,1,0,0,1,1420000
"34172","7983671","1","1",0,1,0,0,3,3826666.6667
"34173","7983672","1","1",0,1,0,0,2,1916666.6667
"34174","7983673","1","1",0,1,0,0,2,4670000
"34175","7983676","1","1",0,0,0,0,1,1e+05
"34176","7983677","1","1",0,1,0,0,1,1020000
"34177","7983678","1","1",0,1,0,0,1,950000
"34178","7983679","1","1",0,1,0,0,1,4e+05
"34179","7983680","1","1",0,1,0,0,2,1755833.3333
"34180","7983681","1","1",0,1,0,0,3,1800000
"34181","7983682","1","1",0,1,0,0,1,2383333.3333
"34182","7983683","1","1",0,1,0,0,2,5600000
"34183","7983684","1","1",0,1,0,0,1,6e+05
"34184","7983685","1","1",0,0,0,0,1,2466666.6667
"34185","7983686","1","1",0,1,0,0,1,471666.66667
"34186","7983688","1","1",0,1,0,0,2,1270833.3333
"34187","7983689","1","1",0,1,0,0,2,1233333.3333
"34188","7983691","1","1",0,1,0,0,1,190000
"34189","7983692","1","1",0,1,0,0,1,265833.33333
"34190","7983693","1","1",0,1,0,1,1,1760000
"34191","7983694","1","1",0,1,0,0,2,1126000
"34192","7983695","1","1",0,1,0,0,2,1350000
"34193","7983696","1","1",0,1,0,0,1,697500
"34194","7983697","1","1",0,0,0,0,1,1140000
"34195","7983698","1","1",0,0,0,0,1,1191666.6667
"34196","7983699","1","1",0,1,0,0,2,287500
"34197","7983700","1","1",0,1,0,0,2,2150000
"34198","7983701","1","1",0,1,0,0,1,760000
"34199","7983702","1","1",0,1,0,0,2,450000
"34200","7983703","1","1",0,1,0,0,3,12480416.667
"34201","7983704","1","1",0,0,0,0,2,1723333.3333
"34202","7983705","1","1",0,1,0,0,1,6786666.6667
"34203","7983706","1","1",0,1,0,0,2,2200000
"34204","7983707","1","1",0,1,0,1,1,550000
"34205","7983708","1","1",0,1,0,0,2,2410000
"34206","7983709","1","1",0,1,0,0,1,1500000
"34207","7983710","1","1",0,1,0,0,2,4140000
"34208","7983711","1","1",0,0,0,0,2,2666666.6667
"34209","7983712","1","1",0,1,0,0,2,230000
"34210","7983713","1","1",0,1,0,0,1,95000
"34211","7983714","1","1",0,1,0,0,2,670000
"34212","7983715","1","1",0,0,0,0,2,2450000
"34213","7983716","1","1",0,1,0,0,1,3e+05
"34214","7983717","1","1",0,1,0,0,1,1110000
"34215","7983718","1","1",0,1,0,0,2,430000
"34216","7983719","1","1",0,1,0,0,1,1183333.3333
"34217","7983722","1","1",1,1,0,0,2,3500000
"34218","7983723","1","1",0,1,0,0,2,370000
"34219","7983724","1","1",0,1,0,0,2,2110000
"34220","7983725","1","1",0,0,0,0,1,1541666.6667
"34221","7983726","1","1",0,0,0,0,1,2130000
"34222","7983728","1","1",0,0,0,0,1,2036666.6667
"34223","7983729","1","1",0,1,0,1,2,1200000
"34224","7983730","1","1",0,0,0,0,2,918333.33333
"34225","7983731","1","1",0,1,0,0,3,5146666.6667
"34226","7983732","1","1",0,1,0,0,2,3806666.6667
"34227","7983733","1","1",0,0,0,0,1,279166.66667
"34228","7983734","1","1",0,0,0,0,2,1633333.3333
"34229","7983735","1","1",0,0,0,0,1,1545000
"34230","7983736","1","1",0,1,0,0,3,2580000
"34231","7983737","1","1",0,1,0,0,2,7e+05
"34232","7983738","1","1",1,1,0,1,2,1560000
"34233","7983739","1","1",0,1,0,0,2,1425000
"34234","7983740","1","1",0,1,0,0,1,1005000
"34235","7983741","1","1",0,1,0,0,2,1406666.6667
"34236","7983742","1","1",0,1,0,0,1,307500
"34237","7983743","1","1",0,1,0,0,2,2836666.6667
"34238","7983744","1","1",0,1,0,0,2,1500000
"34239","7983745","1","1",0,1,0,0,1,1840000
"34240","7983746","1","1",0,1,0,0,3,5e+06
"34241","7983747","1","1",0,1,0,0,1,1029166.6667
"34242","7983748","1","1",0,1,0,0,1,4e+05
"34243","7983749","1","1",0,1,0,0,2,4673333.3333
"34244","7983750","1","1",0,1,0,0,1,1256666.6667
"34245","7983752","1","1",1,1,0,0,1,2283333.3333
"34246","7983753","1","1",0,1,0,0,1,1105000
"34247","7983754","1","1",0,0,0,0,1,3e+05
"34248","7983755","1","1",0,1,0,0,1,416666.66667
"34249","7983756","1","1",0,1,0,0,2,610000
"34250","7983757","1","1",0,0,0,0,2,1723333.3333
"34251","7983758","1","1",0,1,0,0,1,1300000
"34252","7983760","1","1",0,1,0,0,2,242500
"34253","7983762","1","1",0,0,0,0,1,1e+06
"34254","7983763","1","1",0,1,0,0,1,1008333.3333
"34255","7983764","1","1",0,1,0,0,1,480000
"34256","7983765","1","1",0,1,0,0,2,3900000
"34257","7983766","1","1",0,1,0,0,1,1523333.3333
"34258","7983767","1","1",0,1,0,0,1,1915000
"34259","7983768","1","1",0,1,0,0,1,8e+05
"34260","7983769","1","1",0,0,0,0,2,3513333.3333
"34261","7983770","1","1",0,1,0,0,1,25000
"34262","7983771","1","1",0,0,0,0,2,1576666.6667
"34263","7983773","1","1",0,1,0,0,1,308333.33333
"34264","7983774","1","1",1,1,0,0,2,3800000
"34265","7983775","1","1",0,1,0,0,2,4e+05
"34266","7983776","1","1",0,1,0,0,1,1066666.6667
"34267","7983777","1","1",0,1,0,0,1,548333.33333
"34268","7983780","1","1",0,1,0,0,2,9573333.3333
"34269","7983781","1","1",0,1,0,0,2,695000
"34270","7983782","1","1",0,1,0,0,1,3e+05
"34271","7983783","1","1",0,1,0,0,1,250000
"34272","7983785","1","1",0,1,0,0,1,1300000
"34273","7983786","1","1",0,1,0,0,2,1300000
"34274","7983787","1","1",0,1,0,0,2,1650000
"34275","7983788","1","1",0,1,0,0,1,1020000
"34276","7983790","1","1",0,1,0,0,2,870000
"34277","7983791","1","1",0,1,0,0,1,172500
"34278","7983792","1","1",0,1,0,0,1,1603333.3333
"34279","7983793","1","1",1,1,1,0,3,9033333.3333
"34280","7983795","1","1",0,1,0,0,2,3565000
"34281","7983797","1","1",0,1,1,0,2,3650000
"34282","7983799","1","1",0,1,0,0,2,4484166.6667
"34283","7983800","1","1",0,0,0,0,2,2e+06
"34284","7983802","1","1",0,1,0,0,2,2702833.3333
"34285","7983803","1","1",0,1,0,0,1,150000
"34286","7983804","1","1",0,1,0,1,2,3822500
"34287","7983805","1","1",0,1,0,0,1,870000
"34288","7983806","1","1",0,1,0,0,1,3e+05
"34289","7983807","1","1",0,1,0,0,1,8e+05
"34290","7983809","1","1",0,0,0,0,1,1060000
"34291","7983810","1","1",0,1,0,0,2,7e+05
"34292","7983811","1","1",0,1,0,0,2,1655833.3333
"34293","7983814","1","1",0,1,0,0,1,1355000
"34294","7983817","1","1",0,1,0,0,2,4205000
"34295","7983818","1","1",0,1,0,0,3,5625000
"34296","7983819","1","1",0,1,0,0,1,2e+05
"34297","7983820","1","1",0,1,0,0,2,2400000
"34298","7983821","1","1",0,1,0,0,1,1450000
"34299","7983822","1","1",0,1,0,1,2,5683333.3333
"34300","7983823","1","1",0,1,0,0,2,1300000
"34301","7983825","1","1",0,1,0,0,2,970000
"34302","7983826","1","1",0,1,0,0,1,1041666.6667
"34303","7983827","1","1",0,1,0,0,2,66666.666667
"34304","7983828","1","1",0,1,0,0,1,330000
"34305","7983829","1","1",0,1,0,0,1,890000
"34306","7983830","1","1",0,1,0,0,2,1775000
"34307","7983831","1","1",0,0,0,0,1,766666.66667
"34308","7983833","1","1",0,0,0,0,1,3511000
"34309","7983835","1","1",0,1,0,0,2,4100000
"34310","7983837","1","1",0,1,0,0,2,780000
"34311","7983838","1","1",0,0,0,0,2,2100000
"34312","7983839","1","1",0,1,0,0,1,1466666.6667
"34313","7983841","1","1",0,1,0,0,1,1525000
"34314","7983842","1","1",1,1,0,0,3,6500000
"34315","7983843","1","1",0,1,0,0,2,1237500
"34316","7983846","1","1",0,1,0,1,2,2400000
"34317","7983847","1","1",0,1,0,0,2,960000
"34318","7983848","1","1",0,0,0,0,2,1e+06
"34319","7983849","1","1",0,1,0,0,2,2113333.3333
"34320","7983850","1","1",0,1,0,0,2,1600000
"34321","7983851","1","1",0,1,0,0,2,1550000
"34322","7983853","1","1",0,1,0,1,2,1558333.3333
"34323","7983854","1","1",0,0,0,0,2,1400000
"34324","7983855","1","1",0,1,0,0,2,1740000
"34325","7983857","1","1",0,1,0,0,2,1441666.6667
"34326","7983860","1","1",0,0,0,0,1,3018333.3333
"34327","7983861","1","1",0,1,0,0,2,1220000
"34328","7983862","1","1",0,1,0,0,2,3600000
"34329","7983864","1","1",0,1,0,0,2,1481666.6667
"34330","7983865","1","1",0,1,0,0,1,395000
"34331","7983866","1","1",0,1,0,0,1,2304000
"34332","7983867","1","1",0,0,0,0,1,1825000
"34333","7983868","1","1",0,1,0,0,2,2050000
"34334","7983869","1","1",0,1,0,0,1,2e+06
"34335","7983870","1","1",0,1,0,0,1,115000
"34336","7983871","1","1",0,1,0,0,3,6175000
"34337","7983873","1","1",0,1,0,0,2,1710000
"34338","7983874","1","1",1,1,0,0,2,7058333.3333
"34339","7983876","1","1",0,0,0,1,1,2570000
"34340","7983877","1","1",0,1,0,0,2,950000
"34341","7983878","1","1",0,1,0,0,2,4416666.6667
"34342","7983879","1","1",0,1,0,0,2,1377500
"34343","7983880","1","1",0,1,0,0,2,616666.66667
"34344","7983882","1","1",0,1,0,0,1,3883333.3333
"34345","7983883","1","1",0,1,0,0,1,1310000
"34346","7983884","1","1",0,1,0,0,1,5e+05
"34347","7983885","1","1",1,1,0,0,2,3100000
"34348","7983886","1","1",0,1,0,0,1,161666.66667
"34349","7983887","1","1",0,1,0,0,2,1960000
"34350","7983888","1","1",0,1,0,0,2,2e+06
"34351","7983889","1","1",0,1,0,1,2,1140000
"34352","7983890","1","1",0,1,0,0,1,610000
"34353","7983891","1","1",0,1,0,0,1,1590000
"34354","7983892","1","1",0,1,0,0,1,1560000
"34355","7983893","1","1",0,1,0,0,2,1100000.0833
"34356","7983894","1","1",0,1,0,0,1,265000
"34357","7983895","1","1",0,1,0,0,1,780000
"34358","7983896","1","1",0,1,0,0,1,1022500
"34359","7983897","1","1",0,1,0,1,2,1200000
"34360","7983898","1","1",1,1,1,0,3,12133333.333
"34361","7983899","1","1",0,1,0,0,2,3600000
"34362","7983900","1","1",0,1,0,1,2,1725000
"34363","7983901","1","1",0,1,0,1,2,755000
"34364","7983902","1","1",0,0,0,0,2,2650000
"34365","7983903","1","1",0,0,0,0,1,916666.66667
"34366","7983904","1","1",0,1,0,0,1,70000
"34367","7983906","1","1",0,1,0,0,2,6185000
"34368","7983907","1","1",0,1,0,1,2,2200000
"34369","7983908","1","1",0,1,0,0,2,3e+06
"34370","7983910","1","1",0,1,0,0,3,1328000
"34371","7983911","1","1",0,1,0,0,1,380000
"34372","7983912","1","1",0,1,0,0,2,3183333.3333
"34373","7983913","1","1",0,1,0,0,1,506666.66667
"34374","7983914","1","1",0,1,0,0,2,1256666.6667
"34375","7983915","1","1",0,1,0,0,1,2100000
"34376","7983916","1","1",1,1,0,1,3,16112500
"34377","7983917","1","1",0,1,0,0,2,725000
"34378","7983918","1","1",0,1,0,0,1,1866666.6667
"34379","7983919","1","1",0,1,0,0,1,740000
"34380","7983920","1","1",0,1,0,0,1,8e+05
"34381","7983921","1","1",0,1,0,0,1,1880000
"34382","7983922","1","1",0,1,0,0,3,460000
"34383","7983923","1","1",0,1,0,0,1,1466666.6667
"34384","7983924","1","1",0,1,0,0,2,1915000
"34385","7983925","1","1",0,1,0,0,1,530000
"34386","7983926","1","1",0,1,0,0,2,2205000
"34387","7983927","1","1",0,1,0,0,1,8e+05
"34388","7983929","1","1",0,1,0,0,2,1250000
"34389","7983930","1","1",0,1,0,0,1,1090000
"34390","7983931","1","1",0,1,0,0,1,9e+05
"34391","7983932","1","1",0,1,0,0,1,672250
"34392","7983933","1","1",0,0,0,0,1,1200000
"34393","7983934","1","1",0,1,0,0,1,492500
"34394","7983937","1","1",0,1,0,0,2,330000
"34395","7983938","1","1",0,1,0,0,2,3358333.3333
"34396","7983939","1","1",0,1,0,0,2,1166666.6667
"34397","7983940","1","1",0,1,0,0,2,2110000
"34398","7983941","1","1",0,1,0,0,1,545000
"34399","7983942","1","1",0,1,0,0,2,1050000
"34400","7983943","1","1",0,1,0,0,1,5330000
"34401","7983944","1","1",0,1,0,0,1,256666.66667
"34402","7983946","1","1",1,1,0,0,2,5375000
"34403","7983947","1","1",0,1,0,0,1,812250
"34404","7983948","1","1",0,1,0,0,1,2488333.3333
"34405","7983949","1","1",0,1,0,0,1,2960000
"34406","7983950","1","1",0,1,0,0,1,9e+05
"34407","7983951","1","1",0,1,0,0,1,1300000
"34408","7983952","1","1",0,0,0,0,1,535000
"34409","7983953","1","1",0,1,0,0,2,1039000
"34410","7983954","1","1",0,1,0,0,2,5600000
"34411","7983955","1","1",0,1,0,0,1,4568333.3333
"34412","7983956","1","1",0,1,0,0,3,1815583.3333
"34413","7983957","1","1",0,1,0,0,2,3895833.3333
"34414","7983958","1","1",0,1,0,0,1,1284166.6667
"34415","7983959","1","1",0,1,0,0,2,850000
"34416","7983960","1","1",0,1,0,0,2,1930000
"34417","7983962","1","1",0,1,0,0,1,273333.33333
"34418","7983963","1","1",0,1,0,0,2,718333.33333
"34419","7983964","1","1",0,1,0,0,2,566666.66667
"34420","7983966","1","1",0,1,0,0,1,1316000
"34421","7983968","1","1",0,1,0,1,3,17650000
"34422","7983969","1","1",1,1,0,0,2,2050000
"34423","7983970","1","1",0,0,0,0,1,9e+05
"34424","7983971","1","1",0,1,0,0,2,359166.66667
"34425","7983972","1","1",0,0,0,0,1,1350000
"34426","7983973","1","1",1,0,0,0,1,950000
"34427","7983975","1","1",0,1,0,0,1,1830000
"34428","7983976","1","1",0,1,0,0,1,6e+05
"34429","7983977","1","1",0,1,0,0,1,1233333.3333
"34430","7983978","1","1",0,1,0,0,2,358333.33333
"34431","7983979","1","1",0,1,0,0,1,1700000
"34432","7983981","1","1",0,1,0,0,2,2050000
"34433","7983982","1","1",0,1,0,0,1,2805000
"34434","7983983","1","1",0,1,0,0,2,1578833.3333
"34435","7983984","1","1",0,1,0,0,2,983333.33333
"34436","7983985","1","1",0,1,0,0,2,1315000
"34437","7983987","1","1",0,1,0,0,2,830000
"34438","7983988","1","1",0,1,0,0,1,1305000
"34439","7983990","1","1",0,1,0,0,2,1500000
"34440","7983991","1","1",0,1,0,0,1,275000
"34441","7983993","1","1",0,0,0,0,1,608333.33333
"34442","7983994","1","1",1,1,0,1,3,3e+06
"34443","7983995","1","1",0,1,0,0,2,3600000
"34444","7983996","1","1",0,1,0,0,2,5891666.6667
"34445","7983997","1","1",0,1,0,0,1,1325000
"34446","7983998","1","1",1,1,0,0,2,2e+06
"34447","7983999","1","1",1,1,0,0,2,6533333.3333
"34448","7984000","1","1",0,1,0,0,1,1908333.3333
"34449","7984001","1","1",0,1,0,0,1,1379166.6667
"34450","7984002","1","1",0,1,0,0,1,8e+05
"34451","7984004","1","1",0,1,0,1,2,2960000
"34452","7984005","1","1",0,1,0,1,2,1948333.3333
"34453","7984006","1","1",0,0,0,0,2,1160000
"34454","7984007","1","1",0,1,0,0,2,2296666.6667
"34455","7984008","1","1",0,1,0,0,2,1558333.3333
"34456","7984009","1","1",0,1,0,0,2,2158333.3333
"34457","7984012","1","1",0,1,0,0,2,2466666.6667
"34458","7984013","1","1",0,1,0,0,2,1955000
"34459","7984014","1","1",0,1,0,0,1,1233333.3333
"34460","7984015","1","1",0,1,0,0,1,241666.66667
"34461","7984016","1","1",0,1,0,0,1,1e+06
"34462","7984017","1","1",0,1,0,0,1,778333.33333
"34463","7984019","1","1",0,1,0,0,1,181666.66667
"34464","7984020","1","1",0,1,0,0,2,180000
"34465","7984022","1","1",0,1,0,0,2,670000
"34466","7984024","1","1",0,1,0,0,1,425000
"34467","7984025","1","1",0,1,0,0,1,1150000
"34468","7984026","1","1",0,1,0,0,1,450000
"34469","7984027","1","1",0,1,0,0,1,4e+05
"34470","7984028","1","1",0,1,0,0,1,360000
"34471","7984029","1","1",0,1,0,0,1,380000
"34472","7984030","1","1",0,1,0,0,1,6e+05
"34473","7984031","1","1",0,1,0,0,1,487500
"34474","7984032","1","1",0,1,0,0,1,560000
"34475","7984033","1","1",0,1,0,0,1,390000
"34476","7984034","1","1",0,1,0,0,1,423333.33333
"34477","7984035","1","1",0,1,0,0,1,380000
"34478","7984036","1","1",0,1,0,0,1,720000
"34479","7984040","1","1",0,1,0,0,2,1350000
"34480","7984042","1","1",0,1,0,0,3,270833.33333
"34481","7984043","1","1",0,1,0,0,2,250000
"34482","7984044","1","1",1,1,0,0,1,1080000
"34483","7984045","1","1",0,0,0,0,1,1750000
"34484","7984046","1","1",0,1,1,1,2,4e+05
"34485","7984047","1","1",0,0,0,0,1,3445000
"34486","7984048","1","1",0,0,0,0,1,16416000
"34487","7984050","1","1",0,1,0,0,1,1140000
"34488","7984051","1","1",0,1,0,0,1,1080000
"34489","7984057","1","1",1,1,0,1,2,5e+06
"34490","7984063","1","1",1,1,0,0,2,4400000
"34491","7984073","1","1",0,1,0,0,1,1200000
"34492","7984082","1","1",0,1,0,0,1,880000
"34493","7984084","1","1",0,1,0,0,2,2120000
"34494","7984090","1","1",0,1,0,0,2,1611666.6667
"34495","7984094","1","1",0,1,0,0,2,4e+06
"34496","7984095","1","1",0,1,0,0,2,1800000
"34497","7984096","1","1",0,1,0,0,1,625000
"34498","7984097","1","1",0,1,0,0,2,1060000
"34499","7984098","1","1",1,1,0,0,2,7533333.3333
"34500","7984099","1","1",0,1,0,0,2,720000
"34501","7984101","1","1",0,1,0,0,1,2370000
"34502","7984102","1","1",0,1,0,0,2,241666.66667
"34503","7984103","1","1",0,1,0,0,1,880000
"34504","7984104","1","1",0,1,0,0,2,975000
"34505","7984109","1","1",0,1,0,0,1,1100000
"34506","7984114","1","1",0,1,0,0,2,1136666.6667
"34507","7984127","1","1",0,1,0,0,2,2500000
"34508","7984129","1","1",0,0,0,0,2,1650000
"34509","7984130","1","1",1,1,0,1,2,5440000
"34510","7984132","1","1",0,1,0,0,2,850000
"34511","7984134","1","1",0,0,0,0,2,1800000
"34512","7984138","1","1",1,1,0,0,2,1925000
"34513","7984139","1","1",1,0,0,0,2,15640000
"34514","7984142","1","1",0,1,0,0,1,925000
"34515","7984143","1","1",1,1,0,0,2,11866666.667
"34516","7984145","1","1",0,1,0,0,2,1875000
"34517","7984146","1","1",0,1,0,1,2,27496666.667
"34518","7984147","1","1",0,1,0,0,2,2800833.3333
"34519","7984148","1","1",0,0,0,0,2,1610000
"34520","7984149","1","1",0,1,0,0,1,270000
"34521","7984153","1","1",0,1,0,0,2,1e+06
"34522","7984154","1","1",0,1,0,0,2,945000
"34523","7984155","1","1",1,1,0,0,2,1100000
"34524","7984156","1","1",0,1,0,0,2,1497000
"34525","7984157","1","1",0,1,0,0,2,1500000
"34526","7984159","1","1",0,0,0,0,1,620000
"34527","7984160","1","1",0,0,0,0,2,1150000
"34528","7984161","1","1",0,1,0,0,2,1075000
"34529","7984162","1","1",0,1,0,0,2,5900000
"34530","7984165","1","1",0,1,0,0,1,1100000
"34531","7984166","1","1",0,1,0,0,2,5650000
"34532","7984167","1","1",0,1,0,0,2,1845000
"34533","7984172","1","1",0,1,0,0,1,526666.66667
"34534","7984176","1","1",0,1,0,0,1,1378333.3333
"34535","7984177","1","1",0,0,0,0,1,2233333.3333
"34536","7984178","1","1",0,1,0,0,2,1013333.3333
"34537","7984183","1","1",0,1,0,0,1,1318333.3333
"34538","7984185","1","1",0,1,0,0,1,525000
"34539","7984187","1","1",0,1,0,0,2,525000
"34540","7984188","1","1",0,1,0,0,2,982083.33333
"34541","7984191","1","1",0,0,0,0,1,1433333.3333
"34542","7984199","1","1",1,0,0,0,2,4200000
"34543","7984200","1","1",0,1,0,0,2,1320000
"34544","7984202","1","1",0,1,0,0,1,1691666.6667
"34545","7984203","1","1",0,1,0,0,1,288333.33333
"34546","7984207","1","1",0,0,0,0,2,2060000
"34547","7984208","1","1",0,0,0,1,1,3185000
"34548","7984210","1","1",1,1,0,0,2,1105000
"34549","7984211","1","1",0,1,0,0,1,1010000
"34550","7984214","1","1",0,1,0,0,1,710000
"34551","7984216","1","1",0,1,0,0,1,1193333.3333
"34552","7984244","1","1",0,1,0,0,1,1e+06
"34553","7984249","1","1",0,1,0,0,1,1046666.6667
"34554","7984250","1","1",0,1,0,0,1,371666.66667
"34555","7984256","1","1",0,1,0,0,1,3583939.3333
"34556","7984264","1","1",0,1,0,0,2,2200000
"34557","7984265","1","1",0,1,0,0,1,836666.66667
"34558","7984266","1","1",0,1,0,0,1,1300000
"34559","7984267","1","1",0,0,0,0,2,5005504.3333
"34560","7984268","1","1",0,1,0,0,2,1400000
"34561","7984271","1","1",0,1,0,0,1,840000
"34562","7984272","1","1",0,0,0,0,2,1700000
"34563","7984281","1","1",1,1,0,0,2,8e+05
"34564","7984282","1","1",0,0,0,0,2,3323333.3333
"34565","7984284","1","1",0,1,0,1,1,2e+06
"34566","7984285","1","1",0,0,0,0,1,750000
"34567","7984286","1","1",0,0,0,0,1,1845000
"34568","7984290","1","1",0,0,0,0,1,1e+06
"34569","7984294","1","1",0,0,0,0,2,1750000
"34570","7984299","1","1",0,0,0,1,1,1775000
"34571","7984301","1","1",0,0,0,0,1,1525000
"34572","7984302","1","1",0,1,0,0,1,1080000
"34573","7984303","1","1",0,1,0,0,2,1200000
"34574","7984304","1","1",0,1,0,0,2,1750000
"34575","7984312","1","1",0,0,0,0,1,1970600
"34576","7984315","1","1",0,1,0,0,2,221666.66667
"34577","7984316","1","1",0,1,0,0,2,1200000
"34578","7984317","1","1",0,1,0,0,2,271666.66667
"34579","7984319","1","1",0,1,0,0,2,1100000
"34580","7984320","1","1",0,1,0,0,2,8e+05
"34581","7984327","1","1",0,1,0,0,2,1200000
"34582","7984329","1","1",0,0,0,0,1,592500
"34583","7984333","1","1",0,1,0,0,2,4871666.6667
"34584","7984334","1","1",0,1,0,1,2,5951433.3333
"34585","7984335","1","1",0,0,0,1,2,2833333.3333
"34586","7984345","1","1",0,1,0,0,2,2035000
"34587","7984352","1","1",0,1,0,0,1,2180000
"34588","7984357","1","1",0,1,0,0,2,2635000
"34589","7984359","1","1",1,1,0,0,2,6726666.6667
"34590","7984361","1","1",0,1,0,1,1,116666.66667
"34591","7984362","1","1",0,1,0,0,1,1758333.3333
"34592","7984364","1","1",0,1,0,1,2,1150000
"34593","7984373","1","1",0,1,0,0,1,1415000
"34594","7984375","1","1",0,1,0,0,2,1440000
"34595","7984379","1","1",0,1,0,0,1,604166.66667
"34596","7984381","1","1",0,1,0,0,1,480000
"34597","7984384","1","1",0,1,0,1,1,911666.66667
"34598","7984387","1","1",0,1,0,0,1,621666.66667
"34599","7984388","1","1",0,1,0,1,1,1171666.6667
"34600","7984403","1","1",0,1,0,1,2,3678333.3333
"34601","7984416","1","1",0,1,0,0,2,2695000
"34602","7984423","1","1",0,1,0,0,1,9e+05
"34603","7984424","1","1",0,1,0,0,1,2376666.6667
"34604","7984425","1","1",0,0,0,0,1,1860000
"34605","7984426","1","1",0,0,0,0,2,1200000
"34606","7984428","1","1",0,0,0,1,1,804166.66667
"34607","7984429","1","1",0,1,0,0,1,586666.66667
"34608","7984435","1","1",0,1,0,0,2,2400000
"34609","7984438","1","1",0,1,1,0,1,3045000
"34610","7984439","1","1",0,1,0,0,2,2850000
"34611","7984442","1","1",0,1,0,1,3,2350000
"34612","7984444","1","1",0,1,0,0,2,2450000
"34613","7984445","1","1",1,0,0,1,2,3e+06
"34614","7984447","1","1",0,1,1,0,2,5000666.6667
"34615","7984450","1","1",0,1,0,0,1,3e+05
"34616","7984452","1","1",1,1,0,1,3,1525500
"34617","7984453","1","1",0,1,0,0,2,1e+06
"34618","7984454","1","1",0,0,0,0,2,9e+05
"34619","7984455","1","1",0,1,0,0,2,1666666.6667
"34620","7984458","1","1",0,0,1,1,2,3039666.6667
