"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","HEST","NEP","ING","CAR","PROB_A","HW","SEC","CONS","REC","I_HOGAR"
"43116",7993915,1,1,1,"4","2","1","2",0.92963,"40 <","1","2","2",970000
"43117",7993916,1,1,1,"3","2","2","2",0.02890046,"[40, 50)","1","2","2",1741666.6667
"43118",7993917,1,1,1,"3","9","2","2",0.11470257,"[40, 50)","1","2","2",2693333.3333
"43119",7993918,1,1,1,"4","1","1","1",0.35529742,"[40, 50)","1","2","2",1900000
"43120",7993919,1,1,1,"1","9","2","2",0,"40 <","2","2","2",1031666.6667
"43121",7993920,1,1,1,"1","1","2","2",0,"[40, 50)","1","2","2",1910000
"43122",7993921,1,1,1,"5","2","1","2",0.99793798,"40 <","2","2","2",760000
"43123",7993922,1,1,1,"3","9","2","2",0,"40 <","1","2","2",910000
"43124",7993923,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1200000
"43125",7993924,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",366666.66667
"43126",7993925,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",1275000
"43127",7993926,1,1,1,"7","1","1","2",0,"[40, 50)","2","2","2",2197000
"43128",7993927,1,1,1,"3","9","2","2",0.35529742,"[40, 50)","1","2","2",3550000
"43129",7993929,1,1,1,"3","9","2","2",0.35529742,"[40, 50)","1","2","2",1150000
"43130",7993930,1,1,1,"1","1","1","2",0.02890046,"40 <","1","2","2",580000
"43131",7993931,1,1,1,"5","2","1","2",0.92963,"[40, 50)","1","2","2",852500
"43132",7993932,1,1,1,"5","2","1","2",0.99793798,"40 <","1","2","2",1197500
"43133",7993933,1,1,1,"5","1","2","2",0,"> 50","2","2","2",3440000
"43134",7993934,1,1,1,"3","10","2","2",0.02890046,"40 <","1","2","1",3520000
"43135",7993935,1,1,1,"3","1","1","2",0.72130585,"> 50","1","2","2",2685000
"43136",7993936,1,1,1,"3","9","2","1",0,"> 50","1","2","2",875000
"43137",7993937,1,1,1,"11","2","2","1",0.02890046,"40 <","1","1","2",14500000
"43138",7993938,1,1,1,"5","1","1","2",0.02890046,"40 <","1","2","2",1158333.3333
"43139",7993939,1,1,1,"3","1","1","2",0.99007729,"[40, 50)","1","2","1",1050000
"43140",7993940,1,1,1,"5","1","2","2",0.99007729,"[40, 50)","1","2","2",1e+06
"43141",7993941,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1756666.6667
"43142",7993943,1,1,1,"5","1","1","2",0.92963,"[40, 50)","1","2","2",2600000
"43143",7993944,1,1,1,"13","8","2","1",0.02890046,"[40, 50)","1","2","1",12716000
"43144",7993945,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","2",1480000
"43145",7993946,1,1,1,"11","8","2","2",0.11470257,"[40, 50)","1","2","2",1413333.3333
"43146",7993947,1,1,1,"3","1","1","2",0.92963,"40 <","1","2","2",1858333.3333
"43147",7993948,1,1,1,"11","9","2","2",0.92963,"> 50","1","2","2",4e+05
"43148",7993949,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",491666.66667
"43149",7993950,1,1,1,"11","9","2","2",0,"40 <","1","2","2",3070833.3333
"43150",7993952,1,1,1,"3","1","1","2",0.02890046,"40 <","1","2","2",2e+05
"43151",7993953,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1606666.6667
"43152",7993954,1,1,1,"4","10","1","2",0,"40 <","1","2","2",6e+05
"43153",7993955,1,1,1,"3","4","1","2",0.99793798,"> 50","2","2","2",458333.33333
"43154",7993958,1,1,1,"5","1","2","2",0,"> 50","1","2","2",2565000
"43155",7993962,1,1,1,"7","3","1","2",0.99793798,"> 50","1","2","2",1435000
"43156",7993964,1,1,1,"3","10","1","2",0,"40 <","1","2","2",50000
"43157",7993965,1,1,1,"10","2","2","2",0,"40 <","2","2","2",3200000
"43158",7993966,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",8e+05
"43159",7993968,1,1,1,"11","10","3","1",0.35529742,"[40, 50)","1","2","2",9100000
"43160",7993969,1,1,1,"3","3","2","2",0.35529742,"40 <","1","2","2",606666.66667
"43162",7993972,1,1,1,"7","1","2","2",0.02890046,"> 50","2","2","2",2587566.6667
"43163",7993973,1,1,1,"3","9","2","2",0.02890046,"> 50","1","2","2",1900000
"43164",7993975,1,1,1,"3","1","2","2",0.11470257,"[40, 50)","1","2","2",1400000
"43165",7993976,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",2000606
"43166",7993977,1,1,1,"3","9","1","2",0,"40 <","1","2","2",808333.33333
"43167",7993978,1,1,1,"7","3","1","2",0.99793798,"40 <","2","2","2",441666.66667
"43168",7993979,1,1,1,"4","4","1","2",0,"[40, 50)","1","2","2",1680000
"43169",7993980,1,1,1,"7","1","1","2",0.99793798,"40 <","1","2","2",2e+05
"43170",7993981,1,1,1,"3","9","1","2",0.99007729,"[40, 50)","1","2","2",8e+05
"43171",7993982,1,1,1,"5","1","2","2",0,"40 <","1","2","2",950000
"43172",7993983,1,1,1,"3","2","1","2",0.02890046,"40 <","1","2","2",425000
"43173",7993985,1,1,1,"7","1","1","2",0,"40 <","2","2","2",426000
"43174",7993986,1,1,1,"3","9","2","2",0,"40 <","1","2","2",680000
"43175",7993987,1,1,1,"7","2","1","1",0,"> 50","1","2","2",2e+06
"43176",7993988,1,1,1,"5","1","2","2",0,"40 <","1","2","2",8e+05
"43177",7993991,1,1,1,"5","2","2","2",0.92963,"40 <","1","2","1",1120000
"43178",7993992,1,1,1,"3","1","2","1",0,"> 50","1","2","2",6900000
"43179",7993993,1,1,1,"13","1","2","1",0,"[40, 50)","1","2","2",8e+06
"43180",7993995,1,1,1,"3","9","1","1",0.92963,"[40, 50)","1","2","1",875000
"43181",7993996,1,1,1,"11","9","2","2",0,"40 <","1","2","2",9287500
"43182",7993997,1,1,1,"3","1","2","2",0.35529742,"40 <","1","2","2",2109166.6667
"43183",7993998,1,1,1,"3","9","1","2",0,"40 <","1","2","2",375000
"43184",7994000,1,1,1,"5","1","1","2",0.99793798,"40 <","1","2","2",1350000
"43185",7994001,1,1,1,"5","10","2","2",0.35529742,"40 <","1","2","2",2660000
"43186",7994002,1,1,1,"3","2","2","2",0,"40 <","1","2","2",1450000
"43187",7994003,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",1308333.3333
"43188",7994004,1,1,1,"7","1","2","2",0.35529742,"[40, 50)","1","2","2",320000
"43189",7994005,1,1,1,"4","9","2","2",0,"[40, 50)","1","2","2",1750000
"43190",7994007,1,1,1,"5","1","1","2",0.72130585,"[40, 50)","1","2","1",1725000
"43191",7994008,1,1,1,"5","1","1","2",0.72130585,"40 <","1","2","2",2e+05
"43192",7994009,1,1,1,"3","10","1","2",0.92963,"[40, 50)","1","2","1",1050000
"43193",7994010,1,1,1,"3","10","1","2",0.99007729,"[40, 50)","1","2","1",595000
"43194",7994011,1,1,1,"5","1","1","2",0,"40 <","1","2","2",327000
"43195",7994012,1,1,1,"4","9","1","2",0.92963,"40 <","1","2","1",6e+05
"43196",7994015,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",626666.66667
"43197",7994017,1,1,1,"4","1","2","2",0.72130585,"[40, 50)","1","2","2",680000
"43198",7994020,1,1,1,"5","1","1","2",0.35529742,"40 <","1","2","2",2140606
"43199",7994021,1,1,1,"4","9","1","2",0.99007729,"[40, 50)","1","2","2",335000
"43200",7994022,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",246666.66667
"43201",7994023,1,1,1,"11","9","2","2",0,"40 <","1","2","2",2316666.6667
"43202",7994024,1,1,1,"1","9","2","2",0,"40 <","1","2","2",860000
"43203",7994025,1,1,1,"5","4","2","2",0,"40 <","1","2","2",2897250
"43204",7994026,1,1,1,"5","1","1","2",0,"40 <","1","2","2",428000
"43205",7994027,1,1,1,"4","10","2","2",0.99007729,"40 <","1","2","2",7e+05
"43206",7994029,1,1,1,"5","2","2","2",0.35529742,"[40, 50)","2","2","2",5312500
"43207",7994030,1,1,1,"4","1","2","2",0.72130585,"[40, 50)","1","2","2",230000
"43208",7994032,1,1,1,"3","2","1","2",0,"> 50","1","2","2",1e+05
"43209",7994033,1,1,1,"3","9","1","2",0,"40 <","1","2","2",410000
"43210",7994034,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",2405000
"43211",7994035,1,1,1,"3","1","2","1",0,"> 50","1","2","1",5e+05
"43212",7994036,1,1,1,"4","3","1","2",0,"[40, 50)","1","2","1",370000
"43213",7994037,1,1,1,"3","1","1","2",0,"40 <","1","2","2",66666.666667
"43214",7994039,1,1,1,"4","2","2","2",0.99883635,"[40, 50)","1","2","2",2300000
